31,40.23 
30,4.00
26,16.48
25,18.00
24,88.00
24,12.75
23,87.97
22,43.00
20,17.75
20,49.30
19,12.75
16,28.39
15,78.00
14,19.00
13,19.75
13,40.25
11,17.75
11,2.75
11,36.00
10,20.00
07,17.75
06,21.50
06,30.00
05,4.50
04,30.50
02,14.75
01,30.00


